Ten phong ban,Ma nhan vien,Ho ten nhan vien,Ngay sinh,Gioi tinh,Luong co ban,Tuoi,Luong moi,Ghi chu,Chuc vu
Kinh doanh,NV09617,Hai Tran,1989-02-22,Nam,6845903,36,7872788,Tăng lương 15%,Nhan vien
Kinh doanh,NV09618,Quy co Nhat Tran,1988-06-24,Nam,18975363,37,21821667,Tăng lương 15%,Nhan vien
Ky thuat,NV09619,Trung Mai,1993-06-24,Nu,29264444,32,33654111,Tăng lương 15%,Nhan vien
Marketing,NV09620,Lam Bao Bui,1972-06-11,Nam,27887976,53,32071172,Tăng lương 15%,Nhan vien
Ky thuat,NV09621,Bac Bao Duong,1997-09-12,Nam,22009726,27,22009726,Không tăng lương,Nhan vien
Ky thuat,NV09622,Khoa Duc Nguyen,1999-11-21,Nu,6962793,25,6962793,Không tăng lương,Nhan vien
Ky thuat,NV09623,Vu Phu Pham,1988-04-09,Nu,24758347,37,28472099,Tăng lương 15%,Nhan vien
Ky thuat,NV09624,Ba Kim Nguyen,1984-05-28,Nu,9081938,41,10444229,Tăng lương 15%,Nhan vien
Kinh doanh,NV09625,Khoa Quang Hoang,1973-06-25,Nu,11329182,52,13028559,Tăng lương 15%,Nhan vien
Marketing,NV09626,Ong Thanh Vu,1981-07-05,Nam,18314530,43,21061710,Tăng lương 15%,Nhan vien
Ke toan,NV09627,Khoa Bui,1986-10-27,Nu,25995451,38,29894769,Tăng lương 15%,Nhan vien
Ky thuat,NV09628,Xuan Dang,1985-06-05,Nam,21957609,40,25251250,Tăng lương 15%,Nhan vien
Ke toan,NV09629,Mai Pham,1985-11-07,Nam,28376531,39,32633011,Tăng lương 15%,Nhan vien
Ky thuat,NV09630,Ong Phuc Hoang,1981-08-15,Nam,15437368,43,17752973,Tăng lương 15%,Nhan vien
Kinh doanh,NV09631,Phuong Duc Hoang,1978-05-16,Nu,7873397,47,9054407,Tăng lương 15%,Nhan vien
Nhan su,NV09632,Chi Vu,1980-01-07,Nu,7464460,45,8584129,Tăng lương 15%,Nhan vien
Kinh doanh,NV09633,Ba Hong Vu,1979-01-14,Nu,8801642,46,10121888,Tăng lương 15%,Nhan vien
Ky thuat,NV09634,Ba Nhat Duong,1994-06-26,Nam,20185613,31,23213455,Tăng lương 15%,Nhan vien
Ky thuat,NV09635,Anh Chau Nguyen,1981-06-23,Nam,5357459,44,6161078,Tăng lương 15%,Nhan vien
Marketing,NV09636,Anh Quang Hoang,2002-03-02,Nam,15894095,23,15894095,Không tăng lương,Nhan vien
Nhan su,NV09637,Bac Nam Le,2003-01-13,Nu,26833523,22,26833523,Không tăng lương,Nhan vien
Kinh doanh,NV09638,Chi Nhat Hoang,1985-09-29,Nam,28889453,39,33222871,Tăng lương 15%,Nhan vien
Ke toan,NV09639,Nhat Le,1990-10-10,Nu,26895193,34,30929472,Tăng lương 15%,Nhan vien
Ke toan,NV09640,Quy co Thao Vu,1977-12-22,Nu,27089400,47,31152810,Tăng lương 15%,Nhan vien
Nhan su,NV09641,Nhat Duc Duong,1995-07-21,Nu,19451018,29,19451018,Không tăng lương,Nhan vien
Ke toan,NV09642,Quy co Ha Vu,1980-08-16,Nu,11482714,44,13205121,Tăng lương 15%,Nhan vien
Kinh doanh,NV09643,Khoa Nguyen,1966-07-28,Nam,6725125,58,7733894,Tăng lương 15%,Nhan vien
Ky thuat,NV09644,Bac Anh Mai,1968-06-28,Nam,18964937,56,21809678,Tăng lương 15%,Nhan vien
Ke toan,NV09645,An Mai,1975-02-01,Nam,14837606,50,17063247,Tăng lương 15%,Nhan vien
Ke toan,NV09646,Bao Duc Bui,1982-09-02,Nu,29651756,42,34099519,Tăng lương 15%,Nhan vien
Ky thuat,NV09647,Tu Le,1990-12-18,Nu,24254300,34,27892445,Tăng lương 15%,Nhan vien
Nhan su,NV09648,Khoa Bui,1967-08-05,Nam,24768360,57,28483614,Tăng lương 15%,Nhan vien
Ky thuat,NV09649,Ba Hanh Mai,1989-04-23,Nam,5874571,36,6755757,Tăng lương 15%,Nhan vien
Kinh doanh,NV09650,Ba Khoa Hoang,1981-06-16,Nam,13317416,44,15315028,Tăng lương 15%,Nhan vien
Nhan su,NV09651,Bao Duc Bui,1991-09-30,Nu,25406366,33,29217321,Tăng lương 15%,Nhan vien
Ky thuat,NV09652,Hanh Thi Nguyen,1977-11-02,Nu,19002861,47,21853290,Tăng lương 15%,Nhan vien
Ke toan,NV09653,Anh Khoa Dang,1988-07-23,Nam,10719896,36,12327880,Tăng lương 15%,Nhan vien
Marketing,NV09654,Hai Phu Nguyen,1987-08-09,Nu,12377792,37,14234461,Tăng lương 15%,Nhan vien
Ke toan,NV09655,Vi Dang,1979-12-26,Nu,8599185,45,9889063,Tăng lương 15%,Nhan vien
Ky thuat,NV09656,Nhat Huu Le,1966-10-02,Nam,9098264,58,10463004,Tăng lương 15%,Nhan vien
Marketing,NV09657,Tung Tran,1982-11-28,Nu,14412112,42,16573929,Tăng lương 15%,Nhan vien
Kinh doanh,NV09658,Hoang Mai Bao Le,1991-03-13,Nam,8543703,34,9825258,Tăng lương 15%,Nhan vien
Ky thuat,NV09659,Ha Xuan Mai,1979-06-08,Nam,23729337,46,27288738,Tăng lương 15%,Nhan vien
Nhan su,NV09660,Quy co Hong Le,1980-05-09,Nu,18063733,45,20773293,Tăng lương 15%,Nhan vien
Ke toan,NV09661,Van Nguyen,1992-05-18,Nu,7277226,33,8368810,Tăng lương 15%,Nhan vien
Kinh doanh,NV09662,Lam Tran,1994-01-28,Nam,13558471,31,15592242,Tăng lương 15%,Nhan vien
Marketing,NV09663,Lam Thi Tran,1988-04-14,Nu,29148062,37,33520271,Tăng lương 15%,Nhan vien
Nhan su,NV09664,Chau Tri Nguyen,1979-04-26,Nam,7862515,46,9041892,Tăng lương 15%,Nhan vien
Marketing,NV09665,Thanh Dang,1966-09-09,Nam,12337647,58,14188294,Tăng lương 15%,Nhan vien
Ky thuat,NV09666,Lan Tran,1968-05-05,Nam,20968825,57,24114149,Tăng lương 15%,Nhan vien
Marketing,NV09667,Thanh Tri Vu,1987-07-17,Nam,17438606,37,20054397,Tăng lương 15%,Nhan vien
Marketing,NV09668,Duong Vu,1996-09-19,Nu,17016662,28,17016662,Không tăng lương,Nhan vien
Marketing,NV09669,Hung Van Tran,1996-03-09,Nam,9303932,29,9303932,Không tăng lương,Nhan vien
Ke toan,NV09670,Quy co Lan Mai,1980-03-12,Nam,27680773,45,31832889,Tăng lương 15%,Nhan vien
Nhan su,NV09671,Huong Hoang,1993-04-30,Nu,25046299,32,28803244,Tăng lương 15%,Nhan vien
Nhan su,NV09672,Nam The Pham,1977-12-14,Nam,7372314,47,8478161,Tăng lương 15%,Nhan vien
Ky thuat,NV09673,Chi Lam Pham,1990-12-26,Nam,20000743,34,23000854,Tăng lương 15%,Nhan vien
Ky thuat,NV09674,Vu Duong,1974-08-25,Nu,15261490,50,17550714,Tăng lương 15%,Nhan vien
Nhan su,NV09675,Bac Nam Le,2001-06-07,Nu,23493617,24,23493617,Không tăng lương,Nhan vien
Ky thuat,NV09676,Ong Chau Hoang,1975-04-06,Nam,9863274,50,11342765,Tăng lương 15%,Nhan vien
Ky thuat,NV09677,Anh Bui,1986-09-28,Nam,16451612,38,18919354,Tăng lương 15%,Nhan vien
Ke toan,NV09678,Bao The Nguyen,1991-11-23,Nu,18566654,33,21351652,Tăng lương 15%,Nhan vien
Ke toan,NV09679,Quang Huu Bui,2000-05-25,Nu,12376192,25,12376192,Không tăng lương,Nhan vien
Nhan su,NV09680,Hanh Hoang,1993-03-19,Nam,7566035,32,8700940,Tăng lương 15%,Nhan vien
Ke toan,NV09681,Chi Thanh Le,1990-07-03,Nu,24760845,34,28474972,Tăng lương 15%,Nhan vien
Kinh doanh,NV09682,Quy co Anh Pham,2001-02-22,Nu,14226130,24,14226130,Không tăng lương,Nhan vien
Marketing,NV09683,Nhien Duc Mai,1977-04-12,Nam,25101675,48,28866926,Tăng lương 15%,Nhan vien
Kinh doanh,NV09684,Trung Le,1979-01-25,Nu,23594072,46,27133183,Tăng lương 15%,Nhan vien
Nhan su,NV09685,Bao Tran,1981-12-04,Nam,29628459,43,34072728,Tăng lương 15%,Nhan vien
Ky thuat,NV09686,Nhat Dang,1985-06-04,Nam,27511776,40,31638542,Tăng lương 15%,Nhan vien
Kinh doanh,NV09687,Phuong Pham,1979-12-13,Nu,13090905,45,15054541,Tăng lương 15%,Nhan vien
Nhan su,NV09688,Quy co Linh Pham,1974-10-09,Nu,13590255,50,15628793,Tăng lương 15%,Nhan vien
Marketing,NV09689,Nhien Pham,1984-04-12,Nam,29763147,41,34227619,Tăng lương 15%,Nhan vien
Nhan su,NV09690,Khoa Tan Bui,1993-05-30,Nam,12818985,32,14741833,Tăng lương 15%,Nhan vien
Marketing,NV09691,Xuan Duong,1987-01-28,Nu,18011648,38,20713395,Tăng lương 15%,Nhan vien
Ke toan,NV09692,Ong Hoang Bui,2000-06-08,Nu,12706690,25,12706690,Không tăng lương,Nhan vien
Kinh doanh,NV09693,An Le,1985-07-02,Nu,8726814,39,10035836,Tăng lương 15%,Nhan vien
Marketing,NV09694,Ong Phuc Dang,1991-05-04,Nam,22060834,34,25369959,Tăng lương 15%,Nhan vien
Marketing,NV09695,Quy ong Huy Bui,1971-03-27,Nu,25271375,54,29062081,Tăng lương 15%,Nhan vien
Ky thuat,NV09696,Quy co Van Bui,1975-02-09,Nam,11241927,50,12928216,Tăng lương 15%,Nhan vien
Nhan su,NV09697,Bao Tran,1980-06-19,Nu,11199499,45,12879424,Tăng lương 15%,Nhan vien
Ky thuat,NV09698,Ba Huong Duong,1983-02-14,Nam,24783941,42,28501532,Tăng lương 15%,Nhan vien
Kinh doanh,NV09699,Nhien Phu Duong,1996-09-08,Nu,27628542,28,27628542,Không tăng lương,Nhan vien
Kinh doanh,NV09700,Kim Mai Bao Pham,1991-03-07,Nam,8385481,34,9643303,Tăng lương 15%,Nhan vien
Marketing,NV09701,Khoa Vu,2001-08-23,Nam,7997178,23,7997178,Không tăng lương,Nhan vien
Kinh doanh,NV09702,Ha Van Mai,1994-08-16,Nu,5899734,30,5899734,Không tăng lương,Nhan vien
Marketing,NV09703,Thanh Tran,1990-01-12,Nu,26859541,35,30888472,Tăng lương 15%,Nhan vien
Nhan su,NV09704,Chi Bao Nguyen,1973-01-10,Nu,12144928,52,13966667,Tăng lương 15%,Nhan vien
Ky thuat,NV09705,Quy co Kim Vu,1985-05-20,Nu,7237952,40,8323645,Tăng lương 15%,Nhan vien
Ky thuat,NV09706,Ong Chau Bui,1982-04-19,Nu,28004138,43,32204759,Tăng lương 15%,Nhan vien
Ke toan,NV09707,Khoa Huu Tran,1976-11-09,Nam,28848753,48,33176066,Tăng lương 15%,Nhan vien
Ke toan,NV09708,Tu Mai,1989-08-06,Nu,14866631,35,17096626,Tăng lương 15%,Nhan vien
Kinh doanh,NV09709,Quy co Bao Vu,1972-06-05,Nu,13184469,53,15162139,Tăng lương 15%,Nhan vien
Kinh doanh,NV09710,Bac Bao Bui,1983-05-27,Nam,12964333,42,14908983,Tăng lương 15%,Nhan vien
Marketing,NV09711,Thao Bui,1988-08-15,Nu,9937151,36,11427724,Tăng lương 15%,Nhan vien
Kinh doanh,NV09712,Tu Mai,1982-08-06,Nu,8296299,42,9540744,Tăng lương 15%,Nhan vien
Ke toan,NV09713,Bao Tran,1994-01-25,Nu,29856594,31,34335083,Tăng lương 15%,Quan ly
Ky thuat,NV09714,Anh Vu Hoang,1987-10-08,Nu,15538759,37,17869573,Tăng lương 15%,Nhan vien
Ky thuat,NV09715,Tu Mai Bao Bui,1975-12-07,Nu,5143197,49,5914677,Tăng lương 15%,Nhan vien
Marketing,NV09716,Trong Tran,1983-09-15,Nam,10795899,41,12415284,Tăng lương 15%,Nhan vien
Marketing,NV09717,Co Linh Duong,1980-04-19,Nam,13804038,45,15874644,Tăng lương 15%,Nhan vien
Nhan su,NV09718,Ong Trung Nguyen,1999-08-18,Nu,10889508,25,10889508,Không tăng lương,Nhan vien
Marketing,NV09719,Vu Duong,1965-03-05,Nam,5337377,60,6137984,Tăng lương 15%,Nhan vien
Kinh doanh,NV09720,Yen Mai,1987-03-22,Nu,11444917,38,13161655,Tăng lương 15%,Nhan vien
Kinh doanh,NV09721,Co Chi Duong,1997-07-24,Nu,8233581,27,8233581,Không tăng lương,Nhan vien
Marketing,NV09722,Vi Nguyen,1973-03-06,Nu,24931769,52,28671534,Tăng lương 15%,Nhan vien
Kinh doanh,NV09723,An Pham,1995-03-14,Nam,6958563,30,6958563,Không tăng lương,Nhan vien
Marketing,NV09724,Hai Pham,1972-02-19,Nam,16553432,53,19036447,Tăng lương 15%,Nhan vien
Nhan su,NV09725,Trung Duc Mai,1978-06-03,Nam,25026365,47,28780320,Tăng lương 15%,Nhan vien
Kinh doanh,NV09726,Co Hanh Pham,1997-12-25,Nu,6529906,27,6529906,Không tăng lương,Nhan vien
Ky thuat,NV09727,Kim Hai Hoang,1966-05-31,Nu,28503529,59,32779058,Tăng lương 15%,Nhan vien
Ky thuat,NV09728,Trung Mai Nguyen,1995-02-01,Nam,19243565,30,19243565,Không tăng lương,Nhan vien
Ke toan,NV09729,Chi Phuong Nguyen,1978-05-06,Nu,8874614,47,10205806,Tăng lương 15%,Nhan vien
Ky thuat,NV09730,Ha Hai Le,1986-07-25,Nu,20331302,38,23380997,Tăng lương 15%,Nhan vien
Kinh doanh,NV09731,Nhat Bao Dang,1974-03-13,Nam,14066713,51,16176720,Tăng lương 15%,Nhan vien
Marketing,NV09732,Quy co Yen Le,1983-01-22,Nam,25573107,42,29409073,Tăng lương 15%,Nhan vien
Kinh doanh,NV09733,Ong Minh Pham,1969-06-19,Nu,14833814,56,17058886,Tăng lương 15%,Nhan vien
Kinh doanh,NV09734,Phuong Pham,1999-03-12,Nu,26169351,26,26169351,Không tăng lương,Nhan vien
Marketing,NV09735,Co Thanh Bui,1985-01-02,Nu,12551795,40,14434564,Tăng lương 15%,Nhan vien
Kinh doanh,NV09736,Trung Tran,1974-02-23,Nu,5958625,51,6852419,Tăng lương 15%,Nhan vien
Kinh doanh,NV09737,Quang Hai Vu,1987-02-15,Nu,14846975,38,17074021,Tăng lương 15%,Nhan vien
Nhan su,NV09738,Quy co Thanh Le,1981-09-25,Nam,14592762,43,16781676,Tăng lương 15%,Nhan vien
Marketing,NV09739,Mai Mai,1993-11-09,Nam,29341964,31,33743259,Tăng lương 15%,Nhan vien
Ke toan,NV09740,Chi Chi Hoang,1991-03-13,Nu,16912417,34,19449280,Tăng lương 15%,Nhan vien
Nhan su,NV09741,Bao Hoang,1979-06-02,Nu,14015989,46,16118387,Tăng lương 15%,Nhan vien
Marketing,NV09742,Hong Hoang,1988-06-12,Nu,21030578,37,24185165,Tăng lương 15%,Nhan vien
Ky thuat,NV09743,Bao Huu Nguyen,1977-06-03,Nu,6803960,48,7824554,Tăng lương 15%,Nhan vien
Ky thuat,NV09744,Quy co Thao Pham,1981-12-04,Nu,14423386,43,16586894,Tăng lương 15%,Nhan vien
Nhan su,NV09745,Nhat Duong,1997-03-04,Nu,10800619,28,10800619,Không tăng lương,Nhan vien
Ke toan,NV09746,Hoang Huu Hoang,1968-06-05,Nam,7219418,57,8302331,Tăng lương 15%,Nhan vien
Nhan su,NV09747,Mai Duong,1992-11-17,Nam,29133639,32,33503685,Tăng lương 15%,Nhan vien
Nhan su,NV09748,Ha Quang Mai,1969-07-20,Nu,8004084,55,9204697,Tăng lương 15%,Nhan vien
Ke toan,NV09749,Minh Quang Hoang,1984-11-01,Nam,28961467,40,33305687,Tăng lương 15%,Nhan vien
Ke toan,NV09750,Lam Mai Bao Bui,1989-01-30,Nu,27926697,36,32115702,Tăng lương 15%,Nhan vien
Ke toan,NV09751,An Bui,1994-12-07,Nu,28013746,30,28013746,Không tăng lương,Nhan vien
Ky thuat,NV09752,Hung Bao Tran,1971-12-18,Nu,29435678,53,33851030,Tăng lương 15%,Nhan vien
Nhan su,NV09753,Hung Bui,1987-01-22,Nam,16865476,38,19395297,Tăng lương 15%,Nhan vien
Ky thuat,NV09754,Anh Hoang Duong,1977-03-28,Nu,11164819,48,12839542,Tăng lương 15%,Nhan vien
Ky thuat,NV09755,Lam Duc Le,2000-12-18,Nam,29016582,24,29016582,Không tăng lương,Nhan vien
Nhan su,NV09756,Ha Vu,1985-01-28,Nu,16683843,40,19186419,Tăng lương 15%,Nhan vien
Ky thuat,NV09757,Duong Pham,1973-01-10,Nam,15115350,52,17382652,Tăng lương 15%,Nhan vien
Marketing,NV09758,Anh Hung Duong,1973-12-31,Nu,16744161,51,19255785,Tăng lương 15%,Nhan vien
Marketing,NV09759,Co Thao Bui,1964-09-01,Nu,22404014,60,25764616,Tăng lương 15%,Nhan vien
Ky thuat,NV09760,Huong Mai,1975-06-21,Nam,20398375,50,23458131,Tăng lương 15%,Nhan vien
Ky thuat,NV09761,Co Bao Duong,1987-01-01,Nam,27337264,38,31437854,Tăng lương 15%,Nhan vien
Kinh doanh,NV09762,Trung Huu Mai,1973-05-06,Nu,16639815,52,19135787,Tăng lương 15%,Nhan vien
Ky thuat,NV09763,Quy ong Khoa Mai,1975-05-24,Nam,11850265,50,13627805,Tăng lương 15%,Nhan vien
Ke toan,NV09764,Yen Mai,1967-05-20,Nu,9365447,58,10770264,Tăng lương 15%,Nhan vien
Marketing,NV09765,Chau Duc Duong,1981-11-05,Nu,24268985,43,27909333,Tăng lương 15%,Nhan vien
Ky thuat,NV09766,Huong Le,1977-03-02,Nam,16926533,48,19465513,Tăng lương 15%,Nhan vien
Ky thuat,NV09767,Co Anh Vu,1976-07-17,Nam,12954531,48,14897711,Tăng lương 15%,Nhan vien
Marketing,NV09768,Lam Dang,1987-12-07,Nu,19517981,37,22445678,Tăng lương 15%,Nhan vien
Kinh doanh,NV09769,Ba Hanh Vu,1975-01-02,Nam,17581445,50,20218662,Tăng lương 15%,Nhan vien
Kinh doanh,NV09770,Thanh Le,1982-12-04,Nam,23322938,42,26821379,Tăng lương 15%,Nhan vien
Marketing,NV09771,Hai Mai Dang,1968-04-05,Nam,21996330,57,25295779,Tăng lương 15%,Nhan vien
Ky thuat,NV09772,Yen Mai,1964-12-26,Nam,18765579,60,21580416,Tăng lương 15%,Nhan vien
Ky thuat,NV09773,Chi Duyen Vu,1972-03-27,Nam,26772927,53,30788866,Tăng lương 15%,Nhan vien
Nhan su,NV09774,Lam Hai Duong,1967-06-26,Nu,9495856,58,10920234,Tăng lương 15%,Nhan vien
Kinh doanh,NV09775,Ba Anh Tran,1978-09-13,Nu,20478241,46,23549977,Tăng lương 15%,Nhan vien
Kinh doanh,NV09776,Lam Hai Pham,1965-02-17,Nu,20836659,60,23962158,Tăng lương 15%,Nhan vien
Ke toan,NV09777,Nam Xuan Tran,1989-09-22,Nam,26173134,35,30099104,Tăng lương 15%,Nhan vien
Ky thuat,NV09778,Hoang Tran,1980-06-26,Nam,12475109,45,14346375,Tăng lương 15%,Nhan vien
Marketing,NV09779,Ong Nam Tran,1975-11-03,Nam,7032868,49,8087798,Tăng lương 15%,Nhan vien
Kinh doanh,NV09780,Chau Xuan Duong,1975-09-24,Nu,6720084,49,7728097,Tăng lương 15%,Nhan vien
Marketing,NV09781,Ong Hung Le,1974-09-11,Nam,12383962,50,14241556,Tăng lương 15%,Nhan vien
Ke toan,NV09782,Tu Duong,1993-02-16,Nam,15906579,32,18292566,Tăng lương 15%,Nhan vien
Kinh doanh,NV09783,Ong Khoa Vu,1987-05-29,Nam,18585796,38,21373665,Tăng lương 15%,Nhan vien
Marketing,NV09784,Bao Le,1976-12-13,Nu,19522257,48,22450596,Tăng lương 15%,Nhan vien
Ky thuat,NV09785,Xuan Le,1987-12-16,Nu,22632508,37,26027384,Tăng lương 15%,Nhan vien
Ky thuat,NV09786,Thanh Nguyen,1965-02-12,Nu,17027731,60,19581891,Tăng lương 15%,Nhan vien
Marketing,NV09787,Co Kim Mai,1991-08-25,Nam,25980382,33,29877439,Tăng lương 15%,Nhan vien
Ky thuat,NV09788,Bao Hoang Nguyen,1986-06-17,Nu,24697424,39,28402038,Tăng lương 15%,Nhan vien
Nhan su,NV09789,Xuan Pham,1965-05-05,Nam,17186071,60,19763982,Tăng lương 15%,Nhan vien
Ky thuat,NV09790,An Duong,1966-07-20,Nu,20769511,58,23884938,Tăng lương 15%,Nhan vien
Marketing,NV09791,Vi Hoang,1966-06-26,Nam,8694948,59,9999190,Tăng lương 15%,Nhan vien
Marketing,NV09792,Quy co Lam Mai,1995-08-31,Nu,24492034,29,24492034,Không tăng lương,Nhan vien
Marketing,NV09793,Trung Dang,1985-05-01,Nu,29995159,40,34494433,Tăng lương 15%,Giam doc
Ky thuat,NV09794,Ngoc Vu,1977-11-05,Nu,16450829,47,18918453,Tăng lương 15%,Nhan vien
Ky thuat,NV09795,Tu Vu,1988-07-24,Nam,11961376,36,13755582,Tăng lương 15%,Nhan vien
Ke toan,NV09796,Ba Ha Duong,1984-05-05,Nu,26942280,41,30983622,Tăng lương 15%,Nhan vien
Marketing,NV09797,Huong Dang,1998-08-31,Nam,6991906,26,6991906,Không tăng lương,Nhan vien
Kinh doanh,NV09798,Anh Dang,2000-02-16,Nu,11446325,25,11446325,Không tăng lương,Nhan vien
Nhan su,NV09799,Co Hai Duong,1970-09-27,Nam,28131645,54,32351392,Tăng lương 15%,Nhan vien
Marketing,NV09800,Co Xuan Duong,1982-10-12,Nam,7753876,42,8916957,Tăng lương 15%,Nhan vien
Nhan su,NV09801,Anh Pham,1996-09-14,Nam,18796534,28,18796534,Không tăng lương,Nhan vien
Ky thuat,NV09802,Quy ong Dung Bui,1965-12-05,Nu,17006958,59,19558002,Tăng lương 15%,Nhan vien
Ky thuat,NV09803,Ba Nhat Mai,1996-01-08,Nu,14397002,29,14397002,Không tăng lương,Nhan vien
Ke toan,NV09804,Co Duyen Pham,1966-10-26,Nam,13945800,58,16037670,Tăng lương 15%,Nhan vien
Ke toan,NV09805,Trong Huu Vu,2003-05-13,Nu,11292418,22,11292418,Không tăng lương,Nhan vien
Nhan su,NV09806,Anh Duong,2000-12-07,Nam,14975045,24,14975045,Không tăng lương,Nhan vien
Ke toan,NV09807,Trong Duc Hoang,1970-12-01,Nam,7368611,54,8473903,Tăng lương 15%,Nhan vien
Kinh doanh,NV09808,Anh Huy Hoang,1969-05-02,Nam,5089946,56,5853438,Tăng lương 15%,Nhan vien
Ke toan,NV09809,Nhat Mai Bao Hoang,1994-03-02,Nam,17510823,31,20137446,Tăng lương 15%,Nhan vien
Kinh doanh,NV09810,Phuc Phu Hoang,1970-12-07,Nam,14720065,54,16928075,Tăng lương 15%,Nhan vien
Marketing,NV09811,Khoa Xuan Vu,2002-01-19,Nam,14453472,23,14453472,Không tăng lương,Nhan vien
Ky thuat,NV09812,Phuong Tri Vu,1988-04-25,Nu,7593013,37,8731965,Tăng lương 15%,Nhan vien
Nhan su,NV09813,Ba Thanh Nguyen,1979-01-13,Nu,21657032,46,24905587,Tăng lương 15%,Nhan vien
Ke toan,NV09814,Hanh Tan Dang,1977-11-17,Nam,27532769,47,31662684,Tăng lương 15%,Nhan vien
Marketing,NV09815,Huy Duong,1986-04-24,Nam,26785203,39,30802983,Tăng lương 15%,Nhan vien
Ke toan,NV09816,Trong Nguyen,1983-10-15,Nu,26835716,41,30861073,Tăng lương 15%,Nhan vien
Nhan su,NV09817,Chi Hai Tran,1976-10-21,Nam,24279967,48,27921962,Tăng lương 15%,Nhan vien
Kinh doanh,NV09818,Co Nhat Mai,1986-12-30,Nu,25483090,38,29305553,Tăng lương 15%,Nhan vien
Marketing,NV09819,Nhat Le,1981-06-16,Nu,22099373,44,25414279,Tăng lương 15%,Nhan vien
Ky thuat,NV09820,Xuan Dang,1990-06-12,Nam,16090476,35,18504047,Tăng lương 15%,Nhan vien
Kinh doanh,NV09821,Phuong Dang,1967-10-28,Nam,18618942,57,21411783,Tăng lương 15%,Nhan vien
Ky thuat,NV09822,Chi Lam Nguyen,1993-12-11,Nam,7656630,31,8805124,Tăng lương 15%,Nhan vien
Marketing,NV09823,Ong Hung Dang,1979-02-08,Nu,28047415,46,32254527,Tăng lương 15%,Nhan vien
Ky thuat,NV09824,Chau Tran,1973-08-21,Nu,8156758,51,9380272,Tăng lương 15%,Nhan vien
Kinh doanh,NV09825,Ba Lan Duong,1965-03-10,Nu,29371238,60,33776924,Tăng lương 15%,Nhan vien
Kinh doanh,NV09826,Khoa Quang Vu,1991-04-26,Nam,13137557,34,15108191,Tăng lương 15%,Nhan vien
Kinh doanh,NV09827,Kim Mai,2000-06-16,Nu,11786534,25,11786534,Không tăng lương,Nhan vien
Ke toan,NV09828,Co Anh Duong,1983-07-06,Nu,12540551,41,14421634,Tăng lương 15%,Nhan vien
Ky thuat,NV09829,Phuong Bui,1986-01-07,Nu,27905103,39,32090868,Tăng lương 15%,Nhan vien
Nhan su,NV09830,Chau Mai Bui,1968-07-18,Nu,14633189,56,16828167,Tăng lương 15%,Nhan vien
Ke toan,NV09831,Vu Bao Nguyen,1965-02-10,Nam,10909948,60,12546440,Tăng lương 15%,Nhan vien
Kinh doanh,NV09832,Chi Huong Hoang,1970-07-20,Nu,13739401,54,15800311,Tăng lương 15%,Nhan vien
Ky thuat,NV09833,Lam Duong,1997-07-11,Nu,11194181,27,11194181,Không tăng lương,Nhan vien
Ke toan,NV09834,Lam Van Nguyen,1987-05-06,Nam,11843913,38,13620500,Tăng lương 15%,Nhan vien
Nhan su,NV09835,Anh Tung Mai,1969-05-12,Nu,10350687,56,11903290,Tăng lương 15%,Nhan vien
Marketing,NV09836,Vi Mai,1975-09-10,Nu,20218784,49,23251602,Tăng lương 15%,Nhan vien
Kinh doanh,NV09837,Quy co Phuong Duong,1999-02-13,Nu,16865020,26,16865020,Không tăng lương,Nhan vien
Ke toan,NV09838,Quy ong Khoa Dang,1999-09-10,Nu,8418425,25,8418425,Không tăng lương,Nhan vien
Nhan su,NV09839,Phuc Xuan Bui,1977-06-07,Nam,24999357,48,28749261,Tăng lương 15%,Nhan vien
Marketing,NV09840,Thanh Mai,2000-12-28,Nam,17297045,24,17297045,Không tăng lương,Nhan vien
Nhan su,NV09841,Ong Nhien Vu,1993-05-06,Nu,26733541,32,30743572,Tăng lương 15%,Nhan vien
Kinh doanh,NV09842,Co Vi Mai,1973-12-13,Nu,15791136,51,18159806,Tăng lương 15%,Nhan vien
Ke toan,NV09843,Anh Vu,1968-11-01,Nu,25640770,56,29486885,Tăng lương 15%,Nhan vien
Kinh doanh,NV09844,Quang Duong,1985-08-10,Nam,16926551,39,19465534,Tăng lương 15%,Nhan vien
Ky thuat,NV09845,An Xuan Mai,1977-11-23,Nu,8640533,47,9936613,Tăng lương 15%,Nhan vien
Marketing,NV09846,Phuong Mai,1972-07-01,Nam,15996630,52,18396124,Tăng lương 15%,Nhan vien
Nhan su,NV09847,Anh Nam Vu,1989-09-17,Nam,8073026,35,9283980,Tăng lương 15%,Nhan vien
Ky thuat,NV09848,Ngoc Pham,1995-02-04,Nam,25905867,30,25905867,Không tăng lương,Nhan vien
Marketing,NV09849,Khoa Nguyen,1994-06-28,Nu,27779927,30,27779927,Không tăng lương,Nhan vien
Ky thuat,NV09850,Huy The Mai,1990-09-29,Nu,23983572,34,27581108,Tăng lương 15%,Nhan vien
Marketing,NV09851,Ba Bao Mai,1985-05-26,Nu,17510553,40,20137136,Tăng lương 15%,Nhan vien
Kinh doanh,NV09852,Chau Duc Pham,1970-12-13,Nu,9822739,54,11296150,Tăng lương 15%,Nhan vien
Ke toan,NV09853,Ha Hai Tran,1980-11-30,Nu,29545986,44,33977884,Tăng lương 15%,Nhan vien
